업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,사흘에한번뽁음식당,경상북도 구미시 선산읍 단계동길 78,경상북도 구미시 선산읍 완전리 49번지  ,054-482-3144,054-480-5548,경상북도 구미시청
일반음식점,천지고을,경상북도 구미시 고아읍 선산대로 1162,경상북도 구미시 고아읍 오로리 431번지 6호  ,054-481-1915,054-480-5548,경상북도 구미시청
일반음식점,안압지식당,경상북도 구미시 고아읍 들성로11길 13 (1층),경상북도 구미시 고아읍 문성리 1267번지 1층 ,054-481-9572,054-480-5548,경상북도 구미시청
일반음식점,삼포수산식당,경상북도 구미시 송정대로 76 (송정동),경상북도 구미시 송정동 458번지 13호  ,054-452-9993,054-480-5548,경상북도 구미시청
일반음식점,산동남도맛집,경상북도 구미시 산동면 동백로 16,경상북도 구미시 산동면 적림리 58번지 5호  ,054-471-6758,054-480-5548,경상북도 구미시청
일반음식점,홍천뚝배기,경상북도 구미시 해평면 강동로 1633,경상북도 구미시 해평면 낙성리 138번지 2호  ,054-454-3586,054-480-5548,경상북도 구미시청
일반음식점,곽보석죽염찜탕,"경상북도 구미시 신비로4길 20-10, 1층 (신평동)",경상북도 구미시 신평동 169번지 6호 1층 ,054-462-0580,054-480-5548,경상북도 구미시청
일반음식점,신촌식당,경상북도 구미시 형곡동로 40 (형곡동),경상북도 구미시 형곡동 320번지  ,054-457-3514,054-480-5548,경상북도 구미시청
일반음식점,금산할매집신평점,"경상북도 구미시 구미중앙로45길 7 (신평동,2동 1층)",경상북도 구미시 신평동 156번지 4호 2동 1층 ,054-463-2992,054-480-5548,경상북도 구미시청
일반음식점,둥실원식당,경상북도 구미시 금오산로12길 5-1 (원평동),경상북도 구미시 원평동 429번지 21호  ,054-453-1461,054-480-5548,경상북도 구미시청
일반음식점,멕시카나치킨도량점,경상북도 구미시 문장로12길 29-10 (도량동),경상북도 구미시 도량동 750번지  ,054-454-2211,054-480-5548,경상북도 구미시청
일반음식점,심플,경상북도 구미시 수출대로 533 (황상동),경상북도 구미시 황상동 275번지 33호  ,054-473-4029,054-480-5548,경상북도 구미시청
일반음식점,신평닭곱창식당,경상북도 구미시 칠성로6길 56 (신평동),경상북도 구미시 신평동 150번지 31호  ,054-461-3195,054-480-5548,경상북도 구미시청
일반음식점,삼복식당,경상북도 구미시 칠성로6길 56 (신평동),경상북도 구미시 신평동 150번지 31호  ,054-461-4380,054-480-5548,경상북도 구미시청
일반음식점,맥시칸양념통닭황상점,경상북도 구미시 검성로 51 (황상동),경상북도 구미시 황상동 212번지  ,054-472-3816,054-480-5548,경상북도 구미시청
일반음식점,아미브레,경상북도 구미시 문화로 36 (원평동),경상북도 구미시 원평동 371번지 11호  ,054-456-6222,054-480-5548,경상북도 구미시청
일반음식점,싱글벙글식당,경상북도 구미시 역전로 10 (원평동),경상북도 구미시 원평동 126번지 7호  ,054-452-4515,054-480-5548,경상북도 구미시청
일반음식점,백년친구,"경상북도 구미시 송동로 141, 207호 (도량동, 도량3주공아파트상가)",경상북도 구미시 도량동 91번지 도량3주공아파트상가 207호,054-451-5503,054-480-5548,경상북도 구미시청
일반음식점,오니기리야,경상북도 구미시 구미중앙로17길 10 (원평동),경상북도 구미시 원평동 374번지 10호  ,054-452-5272,054-480-5548,경상북도 구미시청
일반음식점,함지성,"경상북도 구미시 구미중앙로21길 19 (원평동,1층)",경상북도 구미시 원평동 301번지 1호 1층 ,054-451-8538,054-480-5548,경상북도 구미시청
일반음식점,민호프,"경상북도 구미시 흥안로 73, 상가동 2층 203호 (옥계동)",경상북도 구미시 옥계동 539번지 2층 상가동 203호,054-473-7155,054-480-5548,경상북도 구미시청
일반음식점,선산곱창 비산점,"경상북도 구미시 수출대로3길 107, 2층 207호 (공단동)",경상북도 구미시 공단동 107번지 2층 207호,054-461-8597,054-480-5548,경상북도 구미시청
일반음식점,동락차이나레스토랑,경상북도 구미시 3공단1로 271 (임수동),경상북도 구미시 임수동 520번지  ,054-476-8777,054-480-5548,경상북도 구미시청
일반음식점,송죽초밥,"경상북도 구미시 구미중앙로31길 9 (원평동,1층)",경상북도 구미시 원평동 1037번지 47호 1층 ,054-453-1286,054-480-5548,경상북도 구미시청
일반음식점,미송숯불곰장어막창,"경상북도 구미시 칠성로6길 53 (신평동,1층)",경상북도 구미시 신평동 136번지 8호 1층 ,054-464-2765,054-480-5548,경상북도 구미시청
일반음식점,동해순대,"경상북도 구미시 형곡로 186 (형곡동, 중앙시장 18호)",경상북도 구미시 형곡동 321번지 중앙시장 18호 ,054-452-3224,054-480-5548,경상북도 구미시청
일반음식점,람보기사식당,경상북도 구미시 구미중앙로 28-5 (원평동),경상북도 구미시 원평동 66번지 1호  ,054-452-5686,054-480-5548,경상북도 구미시청
일반음식점,함양식당,"경상북도 구미시 3공단1로 302-7 (임수동,구미공구상가 지하1층41호)",경상북도 구미시 임수동 92번지 9호 구미공구상가 지하1층41호 ,054-472-9446,054-480-5548,경상북도 구미시청
일반음식점,고봉민김밥인형곡점,"경상북도 구미시 형곡동로 103 (형곡동,전원리빙필 1층 103호)",경상북도 구미시 형곡동 146번지 7호 전원리빙필 1층 103호 ,054-453-1767,054-480-5548,경상북도 구미시청
일반음식점,고향복어샤브샤브,경상북도 구미시 칠성로2길 45-3 (신평동),경상북도 구미시 신평동 150번지 59호  ,054-464-8697,054-480-5548,경상북도 구미시청
일반음식점,조선옥,"경상북도 구미시 송원서로8길 44 (원평동,나동)",경상북도 구미시 원평동 1054번지 나동 ,054-458-1444,054-480-5548,경상북도 구미시청
일반음식점,처가집양념통닭도량2점,경상북도 구미시 송동로 73 (도량동),경상북도 구미시 도량동 245번지 2호  ,054-442-1414,054-480-5548,경상북도 구미시청
일반음식점,똔뽈숯불구이송정점,경상북도 구미시 신시로10길 87-13 (송정동),경상북도 구미시 송정동 480번지 35호  ,054-471-1904,054-480-5548,경상북도 구미시청
일반음식점,삼복가든,경상북도 구미시 금오대로 478 (임은동),경상북도 구미시 임은동 472번지 6호  ,054-464-4656,054-480-5548,경상북도 구미시청
일반음식점,무쏘인동점,경상북도 구미시 인동중앙로3길 18-8 (황상동),경상북도 구미시 황상동 306번지 2호  ,054-475-8579,054-480-5548,경상북도 구미시청
일반음식점,만복식당,"경상북도 구미시 구미중앙로17길 21 (원평동,1층)",경상북도 구미시 원평동 149번지 1호 1층 ,054-454-6724,054-480-5548,경상북도 구미시청
일반음식점,오성식당,경상북도 구미시 구미대로30길 30 (신평동),경상북도 구미시 신평동 361번지 13호  ,054-461-7227,054-480-5548,경상북도 구미시청
일반음식점,큰손낙지,"경상북도 구미시 신비로 160 (비산동,2층)",경상북도 구미시 비산동 374번지 2호 2층 ,054-463-2027,054-480-5548,경상북도 구미시청
일반음식점,청강식당,"경상북도 구미시 흥안로1길 13-68 (옥계동,1층)",경상북도 구미시 옥계동 565번지 2호 1층 ,054-475-7653,054-480-5548,경상북도 구미시청
일반음식점,덕수회집,경상북도 구미시 형곡로 147 (형곡동),경상북도 구미시 형곡동 286번지 6호  ,054-457-6600,054-480-5548,경상북도 구미시청
일반음식점,녹스레스토랑,"경상북도 구미시 신시로14길 58 (송정동,2층)",경상북도 구미시 송정동 479번지 4호 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,대벌식당,경상북도 구미시 형곡로25길 20 (형곡동),경상북도 구미시 형곡동 285번지 9호  ,054-454-9741,054-480-5548,경상북도 구미시청
일반음식점,조아식당,경상북도 구미시 인동중앙로 23-3 (황상동),경상북도 구미시 황상동 308번지 1호  ,054-472-4677,054-480-5548,경상북도 구미시청
일반음식점,선산대한곱창선산점,경상북도 구미시 선산읍 단계서길 35,경상북도 구미시 선산읍 완전리 432번지 26호  ,054-782-4411,054-480-5548,경상북도 구미시청
일반음식점,돌집가든,경상북도 구미시 선산읍 선상동로 353-8,경상북도 구미시 선산읍 신기리 582번지  ,054-481-8334,054-480-5548,경상북도 구미시청
일반음식점,나그네식당,경상북도 구미시 선산읍 동교5길 9,경상북도 구미시 선산읍 교리 1164번지 6호  ,054-481-7841,054-480-5548,경상북도 구미시청
일반음식점,손상봉막창이문점,경상북도 구미시 선산읍 선산중앙로 30,경상북도 구미시 선산읍 이문리 85번지 9호  ,054-481-6758,054-480-5548,경상북도 구미시청
일반음식점,동인칼국수,경상북도 구미시 고아읍 항곡7길 4,경상북도 구미시 고아읍 항곡리 391번지 5호  ,054-455-9965,054-480-5548,경상북도 구미시청
일반음식점,쎄떼치킨,경상북도 구미시 도개면 도안로 102,경상북도 구미시 도개면 궁기리 745번지 8호  ,054-474-0039,054-480-5548,경상북도 구미시청
일반음식점,꽃동네,경상북도 구미시 산동면 강동로 724-1,경상북도 구미시 산동면 인덕리 52번지 1호  ,,054-480-5548,경상북도 구미시청
일반음식점,장천삼거리식당,"경상북도 구미시 장천면 강동로 250 (,600-1)","경상북도 구미시 장천면 하장리 583번지 1호 ,600-1 ",054-472-0644,054-480-5548,경상북도 구미시청
일반음식점,보스톤하우스식당,경상북도 구미시 금오산상가길 9-12 (남통동),경상북도 구미시 남통동 291번지  ,054-456-6600,054-480-5548,경상북도 구미시청
일반음식점,빛고을,"경상북도 구미시 이계남로 144, 1층 (진평동)",경상북도 구미시 진평동 626번지 3호 1층 ,054-472-3946,054-480-5548,경상북도 구미시청
일반음식점,청정숯불,경상북도 구미시 광평길 48 (광평동),경상북도 구미시 광평동 534번지 1호  ,054-463-9295,054-480-5548,경상북도 구미시청
일반음식점,보리칼국수전문점,"경상북도 구미시 금오시장로4길 5-6, 1층 (원평동)",경상북도 구미시 원평동 1032번지 25호 1층 ,054-451-4581,054-480-5548,경상북도 구미시청
일반음식점,원조조방낙지식당,경상북도 구미시 송원서로6길 41-1 (원평동),경상북도 구미시 원평동 1055번지 4호  ,054-456-5972,054-480-5548,경상북도 구미시청
일반음식점,짚시삼계탕,경상북도 구미시 산호대로 179 (공단동),경상북도 구미시 공단동 262번지 4호  ,054-463-2290,054-480-5548,경상북도 구미시청
일반음식점,홍천식당,경상북도 구미시 산호대로 179 (공단동),경상북도 구미시 공단동 262번지 4호  ,054-462-2027,054-480-5548,경상북도 구미시청
일반음식점,니가쏠레내가쏠까,경상북도 구미시 검성로 66 (황상동),경상북도 구미시 황상동 201번지 22호  ,054-472-4339,054-480-5548,경상북도 구미시청
일반음식점,강원도주막막걸리,경상북도 구미시 신비로 9-5 (신평동),경상북도 구미시 신평동 70번지 436호  ,054-463-0711,054-480-5548,경상북도 구미시청
일반음식점,금오산백숙,경상북도 구미시 금오산상가길 39-13 (남통동),경상북도 구미시 남통동 290번지 6호  ,054-452-3268,054-480-5548,경상북도 구미시청
일반음식점,금오산고향촌식당,경상북도 구미시 금오산상가길 35-11 (남통동),경상북도 구미시 남통동 290번지 2호  ,054-455-3010,054-480-5548,경상북도 구미시청
일반음식점,황강장어,경상북도 구미시 구미중앙로43길 15 (원평동),경상북도 구미시 원평동 1077번지 11호  ,054-455-4783,054-480-5548,경상북도 구미시청
일반음식점,의령식육식당,경상북도 구미시 구미대로26길 19-12 (신평동),경상북도 구미시 신평동 352번지 26호  ,054-461-3226,054-480-5548,경상북도 구미시청
일반음식점,손상봉막창,경상북도 구미시 신시로14길 6 (송정동),경상북도 구미시 송정동 464번지 1호  ,054-456-5345,054-480-5548,경상북도 구미시청
일반음식점,우미가,경상북도 구미시 송원서로8길 24 (원평동),경상북도 구미시 원평동 1046번지 7호  ,054-455-0300,054-480-5548,경상북도 구미시청
일반음식점,새구미기사식당,경상북도 구미시 비산로3길 8 (비산동),경상북도 구미시 비산동 342번지 8호  ,054-463-1175,054-480-5548,경상북도 구미시청
일반음식점,신평주막,경상북도 구미시 야은로45길 4-1 (신평동),경상북도 구미시 신평동 70번지 250호  ,054-463-1689,054-480-5548,경상북도 구미시청
일반음식점,멕시카나치킨옥계점,"경상북도 구미시 산호대로25길 34-11, 1층 (옥계동)",경상북도 구미시 옥계동 618번지 3호 1층 ,054-475-1551,054-480-5548,경상북도 구미시청
